id,name,streetAddress,city,state,zipCode,telephone,website,priceRange,category,ratingValue,neighborhood,Takes Reservations,Delivery,Take-out,Accepts Credit Cards,Good For,Parking,Attire,Ambience,Alcohol,Outdoor Seating,Wi-Fi,Waiter Service,Caters
5934,arrivederci,4221 E Chandler Blvd Ste 102,Phoenix,AZ,85048,(480) 759-9292,maxsitalianfood.com,$$,Italian,3.5,,Yes,No,Yes,Yes,Dinner,Private Lot,Casual,Romantic,Full Bar,No,No,Yes,Yes
5935,native grill & wings,1339 E Chandler Blvd,Phoenix,AZ,85048,(480) 283-9600,nativegrillandwings.com,$$,Chicken Wings;American (New);Sports Bars,3.0,,No,No,Yes,Yes,Dinner,Private Lot,Casual,Casual,Full Bar,Yes,Free,Yes,Yes
5936,da valley grill,2040 W Deer Valley Rd,Phoenix,AZ,85027,(602) 904-6356,davalleygrill.com,$,Hawaiian;Asian Fusion,4.5,,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,No,No,Free,No,Yes
5937,flower child,5013 N 44th St Suite B2025B,Phoenix,AZ,85018,(602) 429-6222,iamaflowerchild.com,$$,American (New);Salad;Vegetarian,4.5,,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,Beer & Wine Only,Yes,No,No,No
5938,los burritos,3015 E Thomas Rd Ste 4,Phoenix,AZ,85016,(602) 955-0500,phoenixlosburritos.com,$,Mexican;Food Delivery Services,4.5,,No,Yes,Yes,Yes,Lunch; Dinner,Private Lot,Casual,Divey,No,No,No,Yes,Yes
5939,panda garden,4730 E Warner Rd,Phoenix,AZ,85044,(480) 598-9018,pandagardenaz.com,$,Chinese,4.0,,Yes,Yes,Yes,Yes,Lunch; Dinner,Private Lot,Casual,Casual,Full Bar,No,No,Yes,Yes
5940,zpizza,53 W Thomas Rd,Phoenix,AZ,85013,(602) 234-3289,zpizza.com,$,Pizza;Vegan;Gluten-Free,3.5,,No,Yes,Yes,Yes,Lunch; Dinner,Private Lot,Casual,Casual,Beer & Wine Only,Yes,Free,No,Yes
5941,mellow mushroom,2490 W Happy Valley Rd,Phoenix,AZ,85085,(623) 580-1111,mellowmushroom.com,$$,Pizza;Bars;Sandwiches,3.5,,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,Full Bar,Yes,Free,Yes,No
5942,captain bill’s subs,10645 N 35th Ave,Phoenix,AZ,85029,(602) 993-5290,,$,Sandwiches,4.0,,No,No,Yes,Yes,Lunch,Private Lot,Casual,Divey,No,Yes,No,No,Yes
5943,hempful farms cafe,14640 N Cave Creek Rd,Phoenix,AZ,85022,(602) 626-8800,hempfulfarms.com,$,Cafes;Fashion;Discount Store,4.0,,Yes,Yes,Yes,Yes,Breakfast; Brunch,,Casual,,No,Yes,Free,No,Yes
5944,paradise melts,,Phoenix,AZ,85018,(480) 231-6662,paradisemeltsaz.com,$,Food Trucks;Sandwiches,4.5,,No,Yes,Yes,Yes,,,Casual,,No,Yes,No,No,Yes
5945,two hippies gnarly burger joint,4041 E Thomas Rd Ste 124,Phoenix,AZ,85018,(602) 957-1580,twohippiesgnarlyburgerjoint.c…,$,Burgers;American (Traditional),4.0,,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,Beer & Wine Only,Yes,Free,No,No
5946,pizza people pub,1326 N Central Ave,Phoenix,AZ,85004,(602) 795-7954,pizzapeopleaz.com,$$,American (New);Pizza,4.0,,Yes,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,Full Bar,Yes,Free,Yes,No
5947,gourmet house of hong kong,1438 E McDowell Rd,Phoenix,AZ,85006,(602) 253-4859,gourmethouseofhongkong.com,$,Chinese,3.5,,No,No,Yes,Yes,Lunch,Private Lot,Casual,Divey,Beer & Wine Only,No,No,Yes,Yes
5948,crazy jim’s,305 W Washington St,Phoenix,AZ,85003,(602) 254-6550,crazyjimsdowntown.com,$$,Greek,3.0,,Yes,Yes,Yes,Yes,Lunch,Street; Validated,Casual,Casual,No,No,No,Yes,Yes
5949,pita jungle,1001 N 3rd Ave Ste 3,Phoenix,AZ,85003,(602) 258-7482,pitajungle.com,$$,Mediterranean;Vegetarian;American (New),4.0,,No,No,Yes,Yes,Lunch,Street,Casual,Casual,Full Bar,Yes,Free,Yes,Yes
5950,hookmeup gourmet sandwiches,15425 S 48th St Ste 116,Phoenix,AZ,85044,(480) 397-2604,hookmeup.menu,$$,Sandwiches,4.0,,Yes,Yes,Yes,Yes,Lunch,Private Lot,Casual,Casual,Beer & Wine Only,Yes,Free,No,Yes
5951,pita jungle,4921 E Ray Rd Ste B2,Phoenix,AZ,85044,(480) 785-7482,pitajungle.com,$$,Mediterranean;American (New);Vegetarian,4.0,,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,Full Bar,Yes,No,Yes,Yes
5952,mellow mushroom,5350 E High St Ste 115,Phoenix,AZ,85054,(480) 889-0999,mellowmushroom.com,$$,Pizza;Bars;Sandwiches,3.5,,Yes,No,Yes,Yes,Dinner,Street,Casual,Hipster,Full Bar,Yes,Free,Yes,Yes
5953,paradise valley burger company,4001 E Bell Rd Ste 102,Phoenix,AZ,85032,(602) 535-4930,paradisevalleyburgercompany.c…,$,Burgers;American (Traditional);Mexican,4.5,,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,No,No,No,No,Yes
5954,pacific gardens,4747 E Elliott Rd,Phoenix,AZ,85044,(602) 795-3333,pacificgardensaz.com,$$,Sushi Bars;Asian Fusion;Chinese,4.0,,Yes,Yes,Yes,Yes,Lunch,Private Lot,Casual,Casual,Full Bar,No,Free,Yes,Yes
5955,s.e.e.d. cafe,3802 E Indian School Rd,Phoenix,AZ,85018,(602) 626-7307,seedcafephoenix.com,$$,Juice Bars & Smoothies;Cafes,4.5,,No,No,Yes,Yes,Breakfast,Street; Private Lot,Casual,Casual,Beer & Wine Only,Yes,Free,No,Yes
5956,zookz sandwiches,4750 N Central Ave,Phoenix,AZ,85012,(602) 279-0906,zookzsandwiches.com,$,Sandwiches;Breakfast & Brunch,4.5,,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,No,Yes,Free,No,Yes
5957,nook kitchen,3623 E Indian School Rd,Phoenix,AZ,85018,(602) 651-1390,nookkitchen.com,$$,Italian;American (New);Pizza,4.5,,Yes,No,Yes,Yes,Dinner,Private Lot,Casual,Casual,Full Bar,No,Free,Yes,No
5958,gordas baja taco,3424 W Southern Ave Ste 180,Phoenix,AZ,85041,(602) 305-6265,,$,Mexican;Seafood,4.0,,No,No,Yes,Yes,Lunch,Street; Private Lot,Casual,Casual,No,Yes,No,No,
5959,good taste house,8510 N 7th St,Phoenix,AZ,85020,(602) 368-8281,goodtastehouse.net,$,Chinese,3.0,,No,Yes,Yes,Yes,,,Casual,Divey,No,No,No,No,No
5960,bliss rebar,901 N 4th St,Phoenix,AZ,85004,(602) 795-1792,blissonfourth.com,$$,Bars;American (New),4.0,,Yes,Yes,Yes,Yes,Brunch; Dinner; Late Night,Street,Casual,Trendy,Full Bar,Yes,Free,Yes,No
5961,phoenix blue fin,1401 N Central Ave,Phoenix,AZ,85004,(602) 254-3171,phxbluefin.com,$,Sushi Bars;Japanese,4.0,,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,No,Yes,No,No,Yes
5962,shogun,12615 N Tatum Blvd,Phoenix,AZ,85032,(602) 953-3264,shogunaz.com,$$,Japanese;Sushi Bars,3.0,,Yes,No,Yes,Yes,Lunch; Dinner,Private Lot,Casual,Casual,Full Bar,Yes,Free,Yes,Yes
5963,snoh ice shavery,914 E Camelback Rd Unit 4B,Phoenix,AZ,85014,(888) 488-1693,snohice.com,$,Shaved Ice;Chinese;Desserts,4.5,,No,No,Yes,Yes,Dessert,Street; Private Lot,Casual,Casual,No,Yes,Free,No,Yes
5964,taqueria el chino,1803 W Van Buren St,Phoenix,AZ,85007,(602) 254-6808,,$,Mexican,4.5,,No,No,Yes,Yes,Brunch,,Casual,Divey,No,No,Free,Yes,Yes
5965,alice cooper’stown,101 E Jackson St,Phoenix,AZ,85004,(602) 253-7337,alicecooperstown.com,$$,Sports Bars;Music Venues;Barbeque,3.5,,Yes,No,Yes,Yes,Lunch; Dinner,Street,Casual,Casual,Full Bar,Yes,No,Yes,No
5966,my mother’s restaurant,4130 N 19th Ave,Phoenix,AZ,85015,(602) 279-7225,mymothers.com,$,Pizza;Desserts;Sandwiches,4.0,,No,Yes,Yes,Yes,Lunch; Dinner,Private Lot,Casual,Casual,Full Bar,No,No,Yes,Yes
5967,classic crust pizza,2150 E Cactus Rd,Phoenix,AZ,85022,(480) 485-5666,classiccrustpizza.com,$,Chicken Wings;Pizza;Italian,4.5,,No,Yes,Yes,Yes,Dessert,Private Lot,Casual,Casual,Beer & Wine Only,No,Free,No,Yes
5968,pizzeria bianco,4743 N 20th St,Phoenix,AZ,85016,(602) 368-3273,pizzeriabianco.com,$$,Italian;Pizza,3.5,,Yes,No,Yes,Yes,Dinner,Private Lot,Casual,Casual,Full Bar,Yes,No,Yes,No
5969,koreana restaurant,2458 Harry Wurzbach Rd Ste 5,San Antonio,TX,78209,(210) 804-0019,,$$,Korean,4.0,Wilshire,Yes,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,Beer & Wine Only,No,No,Yes,No
5970,la choza mexican restaurant,12151 Jones Maltsberger Rd,San Antonio,TX,78247,(210) 490-5665,,$,Mexican,3.5,,No,No,Yes,Yes,Breakfast,Private Lot,Casual,Divey,No,No,No,Yes,Yes
5971,chicago bagel & deli,10918 Wurzbach Rd Ste 132,San Antonio,TX,78230,(210) 691-2245,,$,Bagels;Delis;Breakfast & Brunch,4.5,,No,No,Yes,Yes,Breakfast,Private Lot,Casual,Casual,No,No,,No,Yes
5972,mama’s cafe,2442 Nacogdoches Rd,San Antonio,TX,78217,(210) 826-8303,mamasrestaurants.com,$,Cafes;American (Traditional),3.5,,Yes,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,Full Bar,Yes,Free,Yes,Yes
5973,india chaat house,9903 Fredricksburg Rd,San Antonio,TX,78240,(210) 519-3663,indiachaatsa.com,$,Indian,3.5,,No,No,Yes,Yes,Dinner,Private Lot,Casual,Casual,No,No,No,Yes,Yes
5974,lil jonnys taco house,3601 IH35 N,San Antonio,TX,78219,(210) 227-7533,,$,Mexican,4.0,,Yes,No,Yes,Yes,Breakfast,,Casual,,No,No,No,Yes,No
5975,market on houston,205 E Houston St,San Antonio,TX,78205,(210) 554-1721,marketonhouston.com,$$,American (New);Pizza;Breakfast & Brunch,3.0,Downtown,Yes,No,Yes,Yes,Brunch; Dessert,Valet; Garage; Street,Casual,Casual,Full Bar,Yes,Free,Yes,Yes
5976,nadlers,1621 Babcock Rd,San Antonio,TX,78229,(210) 340-1021,nadlers.com,$$,Bakeries;Delis,3.5,,No,No,Yes,Yes,Brunch; Dessert,Private Lot,Casual,,No,No,No,Yes,
5977,lula’s mexican cafe,137 E Travis St,San Antonio,TX,78205,(210) 472-3300,,$,Mexican,4.0,Downtown,No,Yes,Yes,Yes,Breakfast,Street,Casual,Casual,No,No,No,Yes,No
5978,c & c tacos,1819 N Walters,San Antonio,TX,78208,(210) 224-9676,,,Restaurants,4.5,Eastside,,No,Yes,Yes,,,Casual,,,,,,No
5979,papouli’s greek grill,8603 Hwy 151 Ste 204,San Antonio,TX,78245,(210) 509-7600,papoulis.com/index.html,$$,Greek;Mediterranean,3.5,,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,Beer & Wine Only,Yes,No,No,No
5980,café bistro,Nordstrom 15900 La Cantera Pkwy,San Antonio,TX,78256,(210) 332-1900,shop.nordstrom.com,$$,American (New);Comfort Food;Cafes,4.5,,No,No,Yes,Yes,Lunch,Private Lot,Casual,Classy,Beer & Wine Only,No,Free,Yes,
5981,the great taste cafe,16618 San Pedro Ave Ste  2,San Antonio,TX,78232,(210) 490-0600,thegreattastecafe.com,$,Coffee & Tea;Cafes;Sandwiches,4.0,,No,No,Yes,Yes,Brunch,Private Lot,Casual,Hipster,No,Yes,Free,No,Yes
5982,orient spice,2246 Cincinnati Ave,San Antonio,TX,78228,(210) 438-9602,orientspice.com,$,Asian Fusion;Vietnamese;Thai,4.0,Woodlawn Lake,No,No,Yes,Yes,Lunch,,Casual,,No,No,No,Yes,
5983,sushi seven,19141 Stone Oak Pkwy Ste 507,San Antonio,TX,78258,(210) 496-7777,sushi-seven.com,$$,Sushi Bars;Japanese,4.0,Stone Oak,Yes,Yes,Yes,Yes,Lunch,Private Lot,Casual,Casual,Beer & Wine Only,No,No,Yes,Yes
5984,stone werks big rock grille,1201 N Loop 1604 W Ste 101,San Antonio,TX,78258,(210) 764-0400,stonewerks.com,$$,American (New),3.5,,Yes,No,Yes,Yes,Dinner,Private Lot,Casual,Trendy,Full Bar,Yes,No,Yes,No
5985,green vegetarian cuisine,10003 Nw Military Hwy Ste 2115,San Antonio,TX,78230,(210) 233-1249,greensanantonio.com,$$,American (New);Vegan;Vegetarian,4.5,,No,Yes,Yes,Yes,Lunch,Private Lot,Casual,Casual,No,Yes,Free,Yes,Yes
5986,olde towne grille,425 S St Mary's St,San Antonio,TX,78205,(210) 212-6847,oldtownegrille.com,,American (Traditional),5.0,Downtown,,No,,No,,,,,,,,,Yes
5987,orderup,999 E Basse Rd Ste 193,San Antonio,TX,78209,(210) 824-9600,orderup-sa.com,$,Burgers,3.5,,Yes,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,Beer & Wine Only,Yes,Free,No,No
5988,sushi zushi,999 E Basse Rd,San Antonio,TX,78209,(210) 826-8500,sushizushi.com,$$,Sushi Bars;Japanese,3.5,,Yes,Yes,Yes,Yes,Lunch; Dinner,Private Lot,Casual,Trendy,Full Bar,No,Free,Yes,Yes
5989,la focaccia italian grill,800 S Alamo St,San Antonio,TX,78205,(210) 223-5353,lafocaccia-italian-grill.com,$$,Italian,3.0,Southtown; Lavaca; Downtown,Yes,No,Yes,Yes,Lunch,Street,Casual,Casual,Full Bar,No,No,Yes,No
5990,saltgrass steak house,2885 Cinema Ridge Rd,San Antonio,TX,78238,(210) 521-3570,saltgrass.com,$$,Steakhouses;Gluten-Free,3.5,,Yes,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,Full Bar,No,No,Yes,Yes
5991,rolando’s super tacos no 1,919 W Hildebrand Ave,San Antonio,TX,78201,(210) 732-6713,,$,Tex-Mex;Breakfast & Brunch,4.0,Los Angeles Heights,No,No,Yes,Yes,Breakfast; Brunch,Private Lot,Casual,Divey,No,No,No,Yes,No
5992,alamo hot dog co.,Market St & St. Mary's,San Antonio,TX,78205,(210) 831-2409,,$,Hot Dogs;Food Stands,4.5,Downtown,No,No,Yes,No,,,Casual,,No,Yes,No,No,
5993,oblate cafe,904 Oblate Dr,San Antonio,TX,78216,(210) 826-3363,,$,Cafes,4.0,,No,No,Yes,Yes,Lunch,,Casual,,No,No,No,Yes,No
5994,brown bag sandwich shop,11035 Wetmore Rd,San Antonio,TX,78216,(210) 490-3915,,$,Sandwiches;Desserts;Gluten-Free,3.5,,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,No,Yes,Free,No,Yes
5995,the egg & i,9985 I-10 W,San Antonio,TX,78230,(210) 691-3447,theeggandirestaurants.com,$$,Breakfast & Brunch;Sandwiches,3.5,,No,No,Yes,Yes,Breakfast,Private Lot,Casual,Casual,No,Yes,Free,Yes,Yes
5996,little rhein steak house,231 S Alamo St,San Antonio,TX,78205,(210) 225-2111,littlerheinsteakhouse.com,$$$,Steakhouses,3.5,Downtown,Yes,No,No,Yes,Dinner,Street,Casual,Romantic,Full Bar,Yes,Free,Yes,Yes
5997,filipino express,4963 NW Loop 410,San Antonio,TX,78229,(210) 681-0089,sites.google.com/site/filipin…,$,Filipino,3.5,,Yes,No,Yes,Yes,Lunch,,Casual,Casual,No,No,No,Yes,
5998,seoul garden,2456 Harry Wurzbach Rd,San Antonio,TX,78209,(210) 826-1790,,$$,Asian Fusion;Korean,4.0,Wilshire,No,Yes,Yes,Yes,Brunch,Private Lot,Casual,,,No,No,Yes,Yes
5999,ro-ho pork and bread,623 Urban Loop,San Antonio,TX,78204,(210) 800-3487,ro-hoporkandbread.com,$,Mexican;Sandwiches,5.0,Southtown; Downtown,No,No,Yes,Yes,Lunch,,Casual,,No,No,No,No,
6000,oasis mexican cafe,210 McCulloch Ave,San Antonio,TX,78215,(210) 229-9966,,$,Mexican,4.0,Downtown,No,No,Yes,Yes,Breakfast; Brunch,Street,Casual,Casual,No,No,No,Yes,Yes
6001,panzanella,111 W Crockett St Ste 206,San Antonio,TX,78205,(210) 476-0243,,$,Pizza;Italian,4.0,Downtown,Yes,Yes,Yes,Yes,Lunch,,Casual,,No,Yes,Free,No,
6002,pho thien an,126 W Rector St Ste 108,San Antonio,TX,78216,(210) 348-8526,phothienansa.com,$,Vietnamese;Chinese,3.5,,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,No,No,No,Yes,No
6003,oasis cafe,323 N Main Ave,San Antonio,TX,78205,(210) 223-7077,,$,Cafes,4.5,Downtown,No,Yes,Yes,Yes,Breakfast,Street,Casual,Casual,No,No,No,Yes,No
6004,la tuna grill,100 Probandt St,San Antonio,TX,78204,(210) 212-5727,latunagrill.com,$$,Tex-Mex;Mexican,4.0,Southtown; Downtown,Yes,No,Yes,Yes,Dinner,Street,Casual,Casual,Beer & Wine Only,Yes,No,Yes,No
6005,singhs,7331 W Loop 1604,San Antonio,TX,78249,(512) 940-9662,,$,Food Trucks;Vietnamese;Sandwiches,4.5,,No,No,Yes,Yes,Lunch,Private Lot,Casual,Divey,No,Yes,No,No,Yes
6006,san antonio burger co.,8440 Fredericksburg Rd,San Antonio,TX,78229,(210) 949-0303,burgersanantonio.com,$,Burgers,3.5,Medical Center,No,Yes,Yes,Yes,Lunch,Private Lot,Casual,Casual,No,No,No,No,Yes
6007,deco pizzeria,1815 Fredericksburg Rd,San Antonio,TX,78201,(210) 732-3326,decopizza.com,$$,Pizza;Italian;Sandwiches,3.5,Monticello Park,Yes,Yes,Yes,Yes,Lunch; Dinner; Dessert,Street,Casual,Casual,Beer & Wine Only,Yes,Free,Yes,Yes
6008,alamo ice house,802 N Alamo St,San Antonio,TX,78215,(210) 758-5151,alamoicehouse.com,$,Barbeque;Bars,3.5,Downtown,No,No,Yes,Yes,,Street,Casual,,Beer & Wine Only,Yes,No,Yes,No
6009,barriba cantina,111 W Crockett Ste 214,San Antonio,TX,78205,(210) 228-9876,barribacantina.com,$$,Mexican;Bars;Music Venues,3.5,Downtown,Yes,No,Yes,Yes,Late Night,Street,Casual,Casual,Full Bar,Yes,Free,Yes,Yes
6010,ez’s brick oven and grill,734 Bitters Rd,San Antonio,TX,78216,(210) 490-6666,ezsrestaurants.com,$,Burgers;Pizza;American (New),3.0,,No,No,Yes,Yes,Lunch; Dinner,Private Lot,Casual,Casual,Beer & Wine Only,Yes,Free,No,
6011,cascabel mexican patio,1000 S Saint Marys,San Antonio,TX,78205,(210) 212-6456,,$,Mexican,4.0,Southtown; Lavaca; Downtown,No,No,Yes,Yes,Lunch,Street,Casual,Divey; Casual,No,Yes,No,Yes,No
6012,mrs. kitchen restaurant & bakery,2242 E Commerce St,San Antonio,TX,78203,(210) 549-4392,mrskitchensa.com,$$,Soul Food;Bakeries,4.5,Eastside,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,No,No,No,Yes,Yes
6013,blanco bbq,13259 Blanco Rd,San Antonio,TX,78216,(210) 251-2602,blancobbq.com,$$,Barbeque,3.5,,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,Beer & Wine Only,Yes,No,No,Yes
6014,la botanica,2911 N St Mary's St,San Antonio,TX,78212,,vivalabotanica.com,$,Vegan;Mexican;Cocktail Bars,3.5,Tobin Hill,No,No,Yes,Yes,,,Casual,Casual,Full Bar,Yes,Free,Yes,No
6015,chipotle mexican grill,7322 Jones Maltsberger Rd,San Antonio,TX,78209,(210) 832-9444,chipotle.com,$,Mexican;Fast Food,4.0,,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,Beer & Wine Only,Yes,No,No,Yes
6016,yellowfish sushi,9102 Wurzbach Rd,San Antonio,TX,78240,(210) 614-3474,japamex.com,$$,Sushi Bars;Japanese;Mexican,4.5,Medical Center,No,Yes,Yes,Yes,Lunch,Private Lot,Casual,Casual,Beer & Wine Only,Yes,Free,Yes,Yes
6017,california pizza kitchen,255 E Basse Road Ste 900,San Antonio,TX,78209,(210) 424-2014,cpk.com,$$,Pizza;American (Traditional),3.5,,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,Full Bar,No,Free,Yes,Yes
6018,fajita taco place,8315 McCullough Ave,San Antonio,TX,78216,(210) 349-7276,fajitatacoplace.com,$,Tex-Mex,4.0,,No,No,Yes,Yes,Breakfast,,Casual,Divey,No,No,No,Yes,No
6019,kungfu noodle,6733 Bandera Rd,San Antonio,TX,78238,(210) 451-5586,,$,Chinese,4.0,,No,No,Yes,Yes,Lunch,Private Lot,Casual,Divey,No,No,No,Yes,No
6020,crumpets restaurant & bakery,3920 Harry Wurzbach Rd,San Antonio,TX,78209,(210) 821-5600,crumpetsa.com,$$,Bakeries;Modern European;French,2.5,,Yes,No,Yes,Yes,Brunch; Lunch; Dinner,Private Lot,Casual,Romantic,Full Bar,Yes,No,Yes,Yes
6021,yaghi’s pizzeria,5910 Babcock Rd Ste 104,San Antonio,TX,78240,(210) 558-8787,,$,Pizza,4.5,,No,Yes,Yes,Yes,Lunch,Private Lot,Casual,Casual,No,Yes,No,No,No
6022,peng’s,7015 Bandera Rd,San Antonio,TX,78238,(210) 521-8882,pengschinese.com,$,Chinese,4.0,,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,No,No,No,Yes,Yes
6023,demo’s greek food,2501 N Saint Marys St,San Antonio,TX,78212,(210) 732-7777,demosgreekfood.com,$$,Greek,3.5,Tobin Hill,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,Beer & Wine Only,Yes,No,No,Yes
6024,anne marie’s carriage house bistro,555 Funston Pl,San Antonio,TX,78209,(210) 826-5800,,$$,American (New);Breakfast & Brunch,4.0,Mahncke Park,Yes,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,Beer & Wine Only,Yes,No,Yes,Yes
6025,erick’s tacos,12715 Nacodoches Rd,San Antonio,TX,78233,(210) 590-0994,erickstacos.webs.com,$,Mexican,4.0,,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,No,Yes,No,Yes,Yes
6026,center court pizza & brew,20771 Wilderness Oak,San Antonio,TX,78258,,centercourtpizza.com,,"Pizza;Beer, Wine & Spirits",4.0,Stone Oak,No,,Yes,Yes,,,,,,,,,
6027,viva pho,2114 NW Military Hwy,San Antonio,TX,78213,(210) 525-8388,vivapho.com,$,Vietnamese,4.0,Castle Hills,No,No,Yes,Yes,Lunch,Private Lot,Casual,Trendy,No,Yes,Free,Yes,No
6028,mariposa restaurant,15900 La Cantera Pkwy,San Antonio,TX,78256,(210) 694-3550,neimanmarcus.com,$$,American (New);Wine Bars,4.5,,Yes,No,No,Yes,Lunch,,Casual,Classy,Full Bar,Yes,No,Yes,No
6029,the hangar,8203 Broadway,San Antonio,TX,78209,(210) 824-2700,thehangarsa.com,$,Sports Bars;American (Traditional),3.0,,No,No,No,Yes,Late Night,Valet; Street; Private Lot,Casual,Divey,Full Bar,Yes,No,Yes,No
6030,williams confectionery crafts,12107 Toepperwein Rd Ste 5A,San Antonio,TX,78233,(210) 967-5200,,$,Sandwiches;Desserts,4.5,,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,No,Yes,Free,Yes,Yes
6031,la barranca,651 Cincinnati Ave,San Antonio,TX,78201,(210) 733-8283,,$,Mexican,5.0,Woodlawn Lake,No,No,Yes,Yes,,,Casual,,No,No,No,Yes,
6032,garibaldi,4515 Fredericksburg Rd,San Antonio,TX,78201,(210) 731-9222,Www.Garibaldimexicanrestauran…,$,Mexican;Tex-Mex,3.5,,Yes,No,Yes,Yes,Brunch,,Casual,,Beer & Wine Only,No,No,Yes,
6033,grimaldi’s,The Shops At La Cantera,San Antonio,TX,78256,(210) 690-4949,grimaldispizzeria.com,$$,Pizza,4.0,,No,No,Yes,Yes,Lunch; Dinner,Private Lot,Casual,Casual,Full Bar,Yes,No,Yes,No
6034,las palapas,8005 Callaghan Rd,San Antonio,TX,78230,(210) 342-4717,mylaspalapas.com,$,Mexican,3.5,,No,No,Yes,Yes,Breakfast,Private Lot,Casual,Casual,No,No,No,Yes,Yes
6035,little taco factory mexican restaurant,1510 McCullough Ave,San Antonio,TX,78212,(210) 227-5657,,$,Mexican,4.5,Tobin Hill,No,No,Yes,Yes,Brunch,,Casual,,No,No,,No,
6036,hearthstone bakery cafe,4212 McCullough,San Antonio,TX,78212,(210) 826-5667,,$,Sandwiches;Bakeries;Breakfast & Brunch,4.0,Olmos Park,No,Yes,Yes,Yes,Lunch,Private Lot,Casual,Casual,No,Yes,Free,No,Yes
6037,lulu’s bakery & cafe,918 N Main Ave,San Antonio,TX,78212,(210) 222-9422,lulusbakeryandcafe.com,$,Bakeries;Cafes,3.0,Tobin Hill,No,No,Yes,Yes,Lunch,Private Lot,Casual,Divey,No,No,No,Yes,No
6038,chuy’s,15639 Interstate Hwy 10 W,San Antonio,TX,78249,(210) 561-7747,chuys.com,$$,Mexican,3.5,,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,Full Bar,Yes,No,Yes,Yes
6039,julian’s italian pizzeria & kitchen,13444 West Ave Ste 300,San Antonio,TX,78216,(210) 496-3500,julianspizzeria.com,$$,Italian;Pizza,4.0,,No,No,Yes,Yes,Dessert,Private Lot,Casual,Casual,Beer & Wine Only,No,Free,No,Yes
6040,black eyed pea,7959 Fredericksburg Rd Ste 103,San Antonio,TX,78229,(210) 614-3825,theblackeyedpea.com,$$,American (Traditional),3.5,Medical Center,No,Yes,Yes,Yes,Lunch,Private Lot,Casual,Casual,Full Bar,No,Free,Yes,Yes
6041,beijing express restaurant,13730 Embassy Row,San Antonio,TX,78216,(210) 496-9858,,$,Chinese,4.0,,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,Beer & Wine Only,Yes,No,Yes,No
6042,tip top cafe,2814 Fredericksburg Rd,San Antonio,TX,78201,(210) 735-2222,tiptopcafe.com,$$,American (Traditional);Seafood,3.5,Los Angeles Heights,No,No,Yes,Yes,Lunch,Street; Private Lot,Casual,Divey,No,No,No,Yes,No
6043,south garden chinese restaurant,3909 Fredericksburg Rd,San Antonio,TX,78201,(210) 738-3388,southgarden.weebly.com,$,Chinese,4.0,,Yes,No,Yes,Yes,Lunch,Private Lot,Casual,Intimate,No,No,No,Yes,Yes
6044,thai cafe,11318 Perrin Beitel Rd,San Antonio,TX,78217,(210) 599-8830,,$$,Thai,4.0,,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,Beer & Wine Only,No,No,Yes,Yes
6045,garcia’s mexican food,842 Fredericksburg Rd,San Antonio,TX,78201,(210) 735-4525,,$,Mexican;Breakfast & Brunch;Burgers,4.5,Beacon Hill,No,No,Yes,Yes,Breakfast; Brunch,Private Lot,Casual,Casual,No,No,No,Yes,Yes
6046,cristan’s tacos,8054 Midcrown Dr,San Antonio,TX,78218,(210) 657-2211,,$,Mexican,4.0,,No,No,Yes,Yes,Breakfast,Private Lot,Casual,,No,No,No,Yes,No
6047,southerleigh fine food and brewery,136 E Grayson St Ste 120,San Antonio,TX,78215,(210) 455-5701,southerleigh.com,$$,Breweries;American (New),4.0,Tobin Hill,Yes,No,No,Yes,,Valet; Garage; Street,Casual,Hipster,Beer & Wine Only,Yes,No,Yes,
